ABG13989,ABX86883,AAS62548
ABG14739,ABX87593,AAS60594
AAS61762,ABX87578,ABG13211
AAS63293,ABX88360,ABG12066
AAS60318,ABX86311,ABG15468
AAS61652,ABX85947,ABG12784
ABG12179,ABX87944,AAS63405
AAS64051,ABX85063,ABG15616
ABG12029,ABX87464,AAS60843
AAS58649,ABX84777,ABG16150
AAS60552,ABX87825,ABG14873
ABG12831,ABX85244,AAS61694
AAS61776,ABX85669,ABG13197
AAS61569,ABX85314,ABG12695
ABG14331,ABX86521,AAS62726
ABG14308,ABX85138,AAS62748
ABG13619,ABX86568,AAS62301
ABG15448,ABX87577,AAS60338
ABG13034,ABX88388,AAS61250
ABG12760,ABX88239,AAS61627
ABG14570,ABX88574,AAS61080
ABG13737,ABX87452,AAS62420
ABG16092,ABX86998,AAS63564
ABG12664,ABX87874,AAS61434
AAS63281,ABX86107,ABG15582
AAS60520,ABX88046,ABG15189
ABG13397,ABX85393,AAS62109
ABG13026,ABX86570,AAS61259
ABG14182,ABX88359,AAS62844
AAS61329,ABX86915,ABG14428
AAS63257,ABX86252,ABG11987
ABG15202,ABX86863,AAS60507
AAS62396,ABX87555,ABG13713
AAS60617,ABX87871,ABG14762
ABG14038,ABX88272,AAS62597
ABG12068,ABX86388,AAS63295
AAS60854,ABX85384,ABG12018
ABG14306,ABX88165,AAS62750
AAS60316,ABX85459,ABG15470
AAS61648,ABX86066,ABG12780
ABG15690,ABX86471,AAS63977
ABG15268,ABX85379,AAS60443
AAS61061,ABX86829,ABG14592
AAS64148,ABX87915,ABG16108
AAS61671,ABX84948,ABG12804
ABG11995,ABX86967,AAS63251
ABG11978,ABX86203,AAS60287
ABG12822,ABX87514,AAS61687
AAS60670,ABX87726,ABG14821
AAS62843,ABX87901,ABG14181
AAS61363,ABX88643,ABG14466
ABG14092,ABX87346,AAS62946
ABG12604,ABX85734,AAS61490
ABG13988,ABX85574,AAS62547
AAS63715,ABX85834,ABG12373
ABG15573,ABX86537,AAS63272
AAS60793,ABX87687,ABG15878
AAS64024,ABX85391,ABG15642
AAS61057,ABX87677,ABG14596
ABG15896,ABX88093,AAS60771
AAS62738,ABX87327,ABG14320
AAS61770,ABX86807,ABG13204
AAS63512,ABX86140,ABG15774
AAS63192,ABX86839,ABG15052
ABG12466,ABX84934,AAS63008
ABG14108,ABX87929,AAS62772
AAS60618,ABX88425,ABG14763
ABG12128,ABX88358,AAS63354
AAS63800,ABX87496,ABG15529
ABG12394,ABX87565,AAS63693
ABG13866,ABX88444,AAS61981
AAS63036,ABX86318,ABG12434
ABG12204,ABX87314,AAS63428
AAS61874,ABX86006,ABG13246
AAS61564,ABX85581,ABG12952
ABG13506,ABX84979,AAS62197
AAS62864,ABX87103,ABG14208
ABG15502,ABX86246,AAS63771
AAS63888,ABX85133,ABG15804
ABG13663,ABX86870,AAS62344
AAS61428,ABX87111,ABG12670
ABG13425,ABX88507,AAS62136
ABG14280,ABX86418,AAS62929
AAS58566,ABX88764,ABG16270
ABG12866,ABX88600,AAS61204
ABG15676,ABX85623,AAS63989
ABG14120,ABX85498,AAS62784
ABG15807,ABX87383,AAS63891
AAS61757,ABX88552,ABG13215
AAS60944,ABX86377,ABG14709
ABG14059,ABX87663,AAS62618
ABG15808,ABX86979,AAS63892
ABG16110,ABX86778,AAS64150
AAS62222,ABX87670,ABG13534
ABG12227,ABX86777,AAS60389
ABG16251,ABX88705,AAS58544
ABG13491,ABX87839,AAS62184
AAS62759,ABX85353,ABG14298
AAS62734,ABX86081,ABG14324
ABG16018,ABX85367,AAS63865
AAS62846,ABX87391,ABG14184
AAS63691,ABX85021,ABG12396
AAS58661,ABX84862,ABG16162
ABG14772,ABX86382,AAS60626
AAS64002,ABX87200,ABG15661
AAS63457,ABX87037,ABG15389
ABG14670,ABX88381,AAS60985
ABG14961,ABX85324,AAS64135
AAS60282,ABX85603,ABG11970
AAS63799,ABX86055,ABG15528
ABG12207,ABX88116,AAS63431
ABG14581,ABX86328,AAS61069
AAS60621,ABX88079,ABG14767
AAS61485,ABX86604,ABG12610
ABG15642,ABX85391,AAS64024
ABG15899,ABX87446,AAS60768
AAS62401,ABX85930,ABG13717
AAS63655,ABX88591,ABG12292
ABG14806,ABX86355,AAS60659
ABG14794,ABX85635,AAS60647
AAS62265,ABX87426,ABG13581
ABG16293,ABX88783,AAS58587
AAS60692,ABX88273,ABG15977
AAS62443,ABX88483,ABG13871
AAS61462,ABX85532,ABG12632
ABG12225,ABX85686,AAS60387
AAS60771,ABX88093,ABG15896
ABG16189,ABX84813,AAS58700
ABG12336,ABX85666,AAS63748
AAS62554,ABX85276,ABG13996
ABG14356,ABX87451,AAS62665
AAS60640,ABX86765,ABG14787
ABG13883,ABX88560,AAS62452
ABG13752,ABX84947,AAS62436
ABG15464,ABX87022,AAS60322
AAS61999,ABX88108,ABG13848
ABG16269,ABX88778,AAS58565
AAS61894,ABX87539,ABG13266
ABG14516,ABX87678,AAS61408
ABG15049,ABX87668,AAS63193
AAS63291,ABX87277,ABG12064
AAS63718,ABX88374,ABG12370
AAS62388,ABX88667,ABG13704
AAS61437,ABX86215,ABG12661
ABG12028,ABX86586,AAS60844
ABG13343,ABX87834,AAS62061
AAS60956,ABX87109,ABG14695
AAS60460,ABX86671,ABG15250
ABG13187,ABX87919,AAS61784
ABG13817,ABX86095,AAS62025
AAS61471,ABX87964,ABG12624
ABG15636,ABX85807,AAS64030
AAS62650,ABX86761,ABG14340
ABG14109,ABX88230,AAS62773
AAS62087,ABX85272,ABG13370
AAS60473,ABX86803,ABG15236
ABG15707,ABX86737,AAS63959
ABG13610,ABX85452,AAS62292
ABG16068,ABX86720,AAS63545
ABG13388,ABX85118,AAS62101
ABG16183,ABX84819,AAS58694
ABG12654,ABX84917,AAS61441
ABG16259,ABX88759,AAS58555
AAS63141,ABX86134,ABG15105
AAS60566,ABX88056,ABG14856
AAS61714,ABX87311,ABG13076
AAS62746,ABX85541,ABG14310
ABG12571,ABX85627,AAS61281
AAS62062,ABX88153,ABG13344
ABG16263,ABX88737,AAS58559
AAS60591,ABX87356,ABG14828
ABG12803,ABX86431,AAS61670
AAS62705,ABX87326,ABG14401
ABG15828,ABX85939,AAS63912
AAS63612,ABX86649,ABG12247
ABG13340,ABX86448,AAS62058
ABG13687,ABX85630,AAS62369
AAS62083,ABX88340,ABG13366
AAS60924,ABX86887,ABG14727
ABG15069,ABX85158,AAS63178
AAS63392,ABX84915,ABG12167
ABG12402,ABX88641,AAS63685
AAS62626,ABX85172,ABG14066
ABG15001,ABX85935,AAS64138
AAS61295,ABX85678,ABG12557
ABG13702,ABX88157,AAS62385
AAS60849,ABX87110,ABG12023
AAS60327,ABX87243,ABG15459
ABG16101,ABX87599,AAS64141
AAS62406,ABX87880,ABG13724
AAS62544,ABX87791,ABG13985
AAS63396,ABX87072,ABG12171
ABG14170,ABX87166,AAS62832
AAS61143,ABX85120,ABG12936
AAS60555,ABX86626,ABG14870
AAS64130,ABX86851,ABG14966
AAS62238,ABX86567,ABG13549
ABG13482,ABX85464,AAS62175
AAS60384,ABX85670,ABG12222
ABG14720,ABX87457,AAS60931
AAS62861,ABX88040,ABG14204
ABG15165,ABX88068,AAS63087
AAS61180,ABX86301,ABG12894
ABG16217,ABX84836,AAS58744
AAS60753,ABX85270,ABG15915
ABG13780,ABX86008,AAS61960
AAS58652,ABX84809,ABG16153
AAS63325,ABX86293,ABG12097
AAS62114,ABX87416,ABG13402
ABG13168,ABX88349,AAS61801
ABG12296,ABX88456,AAS63659
AAS62535,ABX85040,ABG13972
AAS61772,ABX85399,ABG13201
ABG14958,ABX85347,AAS64136
AAS64147,ABX88580,ABG16106
ABG14756,ABX87802,AAS60610
ABG12764,ABX85848,AAS61632
AAS63737,ABX88161,ABG12347
AAS63378,ABX87372,ABG12153
AAS63865,ABX85367,ABG16018
ABG14800,ABX85812,AAS60652
ABG15693,ABX87714,AAS63974
ABG15298,ABX87526,AAS60412
ABG14351,ABX86836,AAS62660
ABG13257,ABX85240,AAS61885
ABG12994,ABX87693,AAS61525
ABG14000,ABX87174,AAS62558
ABG16274,ABX88711,AAS58571
ABG15980,ABX85568,AAS60689
ABG15639,ABX88500,AAS64027
ABG14015,ABX87989,AAS62574
AAS61693,ABX85790,ABG12830
AAS64028,ABX85194,ABG15638
AAS63856,ABX87796,ABG16027
ABG13173,ABX88066,AAS61796
AAS61721,ABX86605,ABG13082
AAS62346,ABX85020,ABG13665
ABG15551,ABX87040,AAS63820
ABG12998,ABX87586,AAS61521
ABG13983,ABX85255,AAS62542
AAS60657,ABX85506,ABG14804
AAS62178,ABX84900,ABG13485
AAS62754,ABX86484,ABG14302
AAS62552,ABX88553,ABG13994
ABG12423,ABX86959,AAS63025
ABG16300,ABX88780,AAS58597
AAS58539,ABX88712,ABG16324
ABG13845,ABX87150,AAS62002
ABG14122,ABX88233,AAS62786
AAS61707,ABX85309,ABG12844
ABG13218,ABX87155,AAS61754
AAS63502,ABX87046,ABG15764
ABG15297,ABX88303,AAS60413
ABG15654,ABX86049,AAS64010
ABG14926,ABX86294,AAS60890
AAS63991,ABX86427,ABG15674
AAS61892,ABX88363,ABG13264
ABG14673,ABX86335,AAS60981
ABG14318,ABX88387,AAS62740
ABG15164,ABX88488,AAS63088
AAS63508,ABX87366,ABG15770
AAS61576,ABX86089,ABG12702
ABG12153,ABX87372,AAS63378
ABG13688,ABX87681,AAS62370
AAS63983,ABX86718,ABG15684
AAS61317,ABX85009,ABG12536
AAS62743,ABX88692,ABG14313
ABG14529,ABX88675,AAS61113
AAS62842,ABX87979,ABG14180
ABG12144,ABX86988,AAS63368
AAS63375,ABX85409,ABG12151
ABG15226,ABX86239,AAS60482
AAS62488,ABX85185,ABG13927
AAS62548,ABX86883,ABG13989
ABG13359,ABX87585,AAS62077
AAS61253,ABX86647,ABG13031
AAS62662,ABX88001,ABG14353
AAS62648,ABX86211,ABG14338
ABG12970,ABX86324,AAS61547
AAS61397,ABX87489,ABG14503
ABG13378,ABX87001,AAS62093
ABG13225,ABX86809,AAS61746
AAS62292,ABX85452,ABG13610
ABG15870,ABX85416,AAS60801
AAS61039,ABX86600,ABG14614
AAS60906,ABX87958,ABG14910
ABG12494,ABX87857,AAS62984
AAS61036,ABX87294,ABG14616
AAS63605,ABX86059,ABG12238
AAS62726,ABX86521,ABG14331
ABG15943,ABX87716,AAS60727
ABG13888,ABX88392,AAS62457
ABG15284,ABX85621,AAS60427
AAS60986,ABX85165,ABG14669
ABG12536,ABX85009,AAS61317
ABG16267,ABX88745,AAS58563
ABG14030,ABX86281,AAS62591
ABG13738,ABX85777,AAS62421
AAS61630,ABX87987,ABG12763
ABG15836,ABX88014,AAS63919
ABG13116,ABX86996,AAS61849
ABG16132,ABX86731,AAS64172
AAS61491,ABX88422,ABG12602
ABG14446,ABX86233,AAS61344
ABG13266,ABX87539,AAS61894
AAS61484,ABX86053,ABG12611
AAS62838,ABX85551,ABG14176
ABG14252,ABX85224,AAS62904
ABG13401,ABX86991,AAS62113
AAS62575,ABX88663,ABG14016
ABG12012,ABX86920,AAS60860
AAS63377,ABX86831,ABG12152
AAS61044,ABX86844,ABG14609
AAS63294,ABX87922,ABG12067
AAS61043,ABX87269,ABG14610
ABG13471,ABX88324,AAS62164
AAS60803,ABX87216,ABG15868
AAS63079,ABX85171,ABG15173
AAS60741,ABX84980,ABG15930
AAS62993,ABX88111,ABG12484
ABG12993,ABX87173,AAS61526
AAS62895,ABX86144,ABG14240
AAS63266,ABX87743,ABG15568
AAS60341,ABX85338,ABG15445
AAS61533,ABX85389,ABG12986
ABG15223,ABX88384,AAS60485
AAS60488,ABX86285,ABG15220
AAS62997,ABX88368,ABG12480
ABG15766,ABX88192,AAS63504
AAS61592,ABX85915,ABG12719
AAS62910,ABX87406,ABG14259
ABG15993,ABX85763,AAS60676
ABG14593,ABX85533,AAS61060
AAS61113,ABX88675,ABG14529
AAS63937,ABX87640,ABG15853
AAS60448,ABX85854,ABG15262
ABG15231,ABX86641,AAS60478
ABG12972,ABX87308,AAS61545
ABG12723,ABX87190,AAS61596
AAS62092,ABX87439,ABG13377
AAS62116,ABX88268,ABG13404
AAS62633,ABX87788,ABG14073
ABG15008,ABX87778,AAS63226
AAS63395,ABX88542,ABG12170
AAS60285,ABX86273,ABG11973
AAS61591,ABX88636,ABG12718
AAS60833,ABX86913,ABG12039
AAS61186,ABX86164,ABG12889
AAS60295,ABX86890,ABG15491
ABG14571,ABX87198,AAS61079
ABG12109,ABX86744,AAS63335
AAS60721,ABX87023,ABG15949
AAS58581,ABX88730,ABG16285
ABG16010,ABX87999,AAS63873
AAS64043,ABX85149,ABG15624
ABG15801,ABX86643,AAS63885
AAS63693,ABX87565,ABG12394
ABG15219,ABX86575,AAS60489
AAS62377,ABX88105,ABG13695
ABG14028,ABX86473,AAS62589
AAS61626,ABX85069,ABG12759
ABG12568,ABX85661,AAS61284
ABG14951,ABX87512,AAS60866
AAS60584,ABX86825,ABG14837
AAS63561,ABX85301,ABG16089
ABG14639,ABX84930,AAS61013
ABG13749,ABX85990,AAS62433
AAS62049,ABX87983,ABG13328
ABG14455,ABX86550,AAS61353
ABG12030,ABX86922,AAS60842
AAS62076,ABX87068,ABG13358
AAS61781,ABX87226,ABG13190
ABG12894,ABX86301,AAS61180
ABG13890,ABX85435,AAS62459
AAS61541,ABX88321,ABG12978
AAS62556,ABX88476,ABG13998
ABG12677,ABX85711,AAS61422
ABG14309,ABX87753,AAS62747
ABG13368,ABX88389,AAS62085
ABG13719,ABX85401,AAS62403
ABG13730,ABX86672,AAS62413
ABG12224,ABX85146,AAS60386
ABG12619,ABX87945,AAS61476
AAS63971,ABX85341,ABG15696
AAS61453,ABX87374,ABG12642
ABG14881,ABX86247,AAS60544
ABG14413,ABX88261,AAS62716
AAS63046,ABX88259,ABG12444
AAS62111,ABX86577,ABG13399
AAS63087,ABX88068,ABG15165
ABG14018,ABX87594,AAS62578
AAS62174,ABX86047,ABG13481
ABG15950,ABX88329,AAS60720
ABG14541,ABX87017,AAS61100
AAS64025,ABX88007,ABG15641
ABG16023,ABX88375,AAS63860
AAS63714,ABX88267,ABG12374
AAS63532,ABX85760,ABG15794
AAS63184,ABX86728,ABG15063
AAS60801,ABX85416,ABG15870
AAS60708,ABX88097,ABG15961
ABG14751,ABX85706,AAS60606
AAS63858,ABX85644,ABG16025
AAS63985,ABX87859,ABG15680
ABG15970,ABX88691,AAS60699
AAS61977,ABX86429,ABG13760
ABG16286,ABX88746,AAS58582
AAS63362,ABX87819,ABG12138
AAS61853,ABX87933,ABG13112
ABG12124,ABX84995,AAS63350
ABG13860,ABX86968,AAS61987
AAS58589,ABX88720,ABG16294
AAS62357,ABX86061,ABG13675
AAS63811,ABX88514,ABG15541
ABG12428,ABX85225,AAS63030
ABG12292,ABX88591,AAS63655
ABG14407,ABX87210,AAS62710
ABG13186,ABX85405,AAS61785
AAS60755,ABX86722,ABG15913
AAS61755,ABX87471,ABG13217
AAS63551,ABX88306,ABG16077
ABG13517,ABX85015,AAS62208
ABG12090,ABX85329,AAS63317
AAS61421,ABX88127,ABG12678
ABG15252,ABX86687,AAS60458
AAS60355,ABX87271,ABG15430
ABG13426,ABX85677,AAS62137
ABG15187,ABX86315,AAS60522
ABG15227,ABX84886,AAS60481
ABG14609,ABX86844,AAS61044
AAS61586,ABX86359,ABG12713
ABG12907,ABX85008,AAS61171
ABG13645,ABX87876,AAS62325
AAS61859,ABX86899,ABG13106
AAS58543,ABX88724,ABG16250
ABG12114,ABX86380,AAS63340
AAS60423,ABX86413,ABG15288
AAS62032,ABX87097,ABG13811
ABG15539,ABX87404,AAS63809
ABG15892,ABX85310,AAS60776
AAS62901,ABX84898,ABG14249
AAS64105,ABX88602,ABG14997
AAS63755,ABX88645,ABG12327
AAS61689,ABX86508,ABG12826
AAS62583,ABX85221,ABG14022
AAS63157,ABX86524,ABG15091
AAS61988,ABX87062,ABG13859
ABG12446,ABX87612,AAS63048
AAS63113,ABX87118,ABG15138
ABG13717,ABX85930,AAS62401
AAS63188,ABX85860,ABG15056
ABG15695,ABX87853,AAS63972
AAS58648,ABX84789,ABG16149
ABG14615,ABX87020,AAS61038
AAS64128,ABX88502,ABG14968
AAS60458,ABX86687,ABG15252
AAS63520,ABX85549,ABG15782
AAS61398,ABX86833,ABG14504
AAS63408,ABX84914,ABG12182
AAS62708,ABX86677,ABG14404
AAS63838,ABX87287,ABG16044
AAS63354,ABX88358,ABG12128
AAS62652,ABX87359,ABG14342
AAS60465,ABX87170,ABG15243
AAS63973,ABX87202,ABG15694
AAS60883,ABX88035,ABG14934
ABG14721,ABX88305,AAS60930
AAS60717,ABX85776,ABG15953
ABG15052,ABX86839,AAS63192
ABG14531,ABX88133,AAS61111
ABG16301,ABX88747,AAS58598
AAS63494,ABX86170,ABG15756
ABG13293,ABX85019,AAS61917
AAS58700,ABX84813,ABG16189
ABG14065,ABX85938,AAS62625
AAS62056,ABX88067,ABG13338
AAS61443,ABX88148,ABG12652
AAS62658,ABX87795,ABG14349
ABG12863,ABX86921,AAS61207
ABG15224,ABX85212,AAS60484
AAS61704,ABX86873,ABG12841
ABG15549,ABX88654,AAS63819
AAS62232,ABX85926,ABG13543
AAS63062,ABX85519,ABG12457
ABG15195,ABX87362,AAS60514
AAS62946,ABX87346,ABG14092
AAS63435,ABX86430,ABG12211
ABG13808,ABX87645,AAS62035
ABG13233,ABX86821,AAS61743
AAS64034,ABX85787,ABG15632
ABG15016,ABX85453,AAS63221
ABG12517,ABX87977,AAS62961
AAS63850,ABX87121,ABG16032
AAS60362,ABX86344,ABG15423
AAS61125,ABX88454,ABG14522
ABG14471,ABX87639,AAS61369
ABG13956,ABX86040,AAS62515
AAS63292,ABX86862,ABG12065
AAS60291,ABX88341,ABG11982
AAS60452,ABX86942,ABG15258
ABG15627,ABX88583,AAS64040
ABG14671,ABX87305,AAS60983
ABG14822,ABX88612,AAS60671
AAS61890,ABX85291,ABG13262
ABG13181,ABX87225,AAS61791
ABG13874,ABX86274,AAS62446
ABG16134,ABX85968,AAS64174
AAS60380,ABX87401,ABG15408
ABG14760,ABX85798,AAS60614
AAS61369,ABX87639,ABG14471
AAS61614,ABX85528,ABG12747
AAS60466,ABX88120,ABG15242
ABG14064,ABX87137,AAS62624
AAS60857,ABX84875,ABG12015
AAS63477,ABX87583,ABG15740
AAS62342,ABX87896,ABG13661
ABG14180,ABX87979,AAS62842
ABG13944,ABX87651,AAS62506
AAS63134,ABX86000,ABG15113
ABG14922,ABX85030,AAS60895
ABG14508,ABX85813,AAS61401
ABG12705,ABX88119,AAS61579
ABG12869,ABX85697,AAS61201
AAS60794,ABX87024,ABG15877
AAS58586,ABX88734,ABG16292
AAS63895,ABX86234,ABG15812
ABG14005,ABX85315,AAS62563
ABG15178,ABX86250,AAS63074
AAS63747,ABX85259,ABG12337
AAS60960,ABX87399,ABG14691
ABG15398,ABX84950,AAS63449
AAS62830,ABX86308,ABG14168
AAS62571,ABX86805,ABG14013
ABG14118,ABX85716,AAS62782
AAS63199,ABX88083,ABG15042
AAS62929,ABX86418,ABG14280
ABG13755,ABX87061,AAS62438
AAS60539,ABX87428,ABG14885
AAS62711,ABX86820,ABG14408
AAS60920,ABX86110,ABG14731
AAS60333,ABX86768,ABG15453
ABG12398,ABX87926,AAS63689
AAS61968,ABX87954,ABG13772
ABG14056,ABX87776,AAS62615
ABG12776,ABX88243,AAS61644
AAS58663,ABX84824,ABG16164
ABG13857,ABX88331,AAS61990
AAS62275,ABX88554,ABG13591
ABG14259,ABX87406,AAS62910
ABG13200,ABX84949,AAS61773
AAS63349,ABX86387,ABG12123
AAS62907,ABX87848,ABG14255
ABG12662,ABX87322,AAS61436
AAS62465,ABX87914,ABG13896
AAS63063,ABX88482,ABG12458
AAS61557,ABX86136,ABG12960
AAS60330,ABX85394,ABG15456
AAS63906,ABX88433,ABG15823
ABG12004,ABX85057,AAS63241
AAS61699,ABX86903,ABG12836
ABG14174,ABX85540,AAS62837
AAS62500,ABX85343,ABG13937
AAS61353,ABX86550,ABG14455
AAS63543,ABX85509,ABG16066
ABG14140,ABX88541,AAS62803
AAS58532,ABX88744,ABG16315
AAS63270,ABX86078,ABG15572
ABG14480,ABX88491,AAS61376
ABG12032,ABX87832,AAS60840
ABG12042,ABX85457,AAS60830
ABG16208,ABX84758,AAS58756
ABG13652,ABX85273,AAS62332
AAS61102,ABX87873,ABG14539
ABG14483,ABX87898,AAS61379
AAS61973,ABX88632,ABG13767
ABG14874,ABX87189,AAS60551
ABG15161,ABX86284,AAS63091
ABG12052,ABX88025,AAS60820
ABG13571,ABX87048,AAS62260
ABG12928,ABX86960,AAS61151
AAS63175,ABX85888,ABG15072
AAS60841,ABX87203,ABG12031
AAS63863,ABX86891,ABG16020
AAS63830,ABX86220,ABG16052
AAS62938,ABX87567,ABG14289
AAS62966,ABX85010,ABG12512
ABG14254,ABX88257,AAS62906
AAS62900,ABX86464,ABG14248
ABG12158,ABX85620,AAS63383
AAS63730,ABX87432,ABG12359
AAS63896,ABX85680,ABG15813
AAS62487,ABX85582,ABG13926
ABG14164,ABX88270,AAS62826
AAS63180,ABX87957,ABG15067
ABG13203,ABX86483,AAS61771
AAS58640,ABX84792,ABG16140
AAS62826,ABX88270,ABG14164
AAS62751,ABX86113,ABG14305
ABG13931,ABX84913,AAS62493
ABG14771,ABX87267,AAS60625
ABG12442,ABX85604,AAS63044
AAS63505,ABX88628,ABG15767
ABG14649,ABX86338,AAS61004
ABG13785,ABX88106,AAS61955
ABG15241,ABX87581,AAS60467
AAS62041,ABX86781,ABG13800
AAS62374,ABX87869,ABG13692
AAS63990,ABX86176,ABG15675
AAS60745,ABX88640,ABG15926
AAS63341,ABX85864,ABG12115
AAS62577,ABX87171,ABG14017
AAS62311,ABX85676,ABG13629
ABG13354,ABX85488,AAS62072
AAS61975,ABX88191,ABG13765
AAS61408,ABX87678,ABG14516
AAS60927,ABX86500,ABG14724
ABG15287,ABX87045,AAS60424
AAS62416,ABX87606,ABG13733
AAS60560,ABX88400,ABG14863
ABG14392,ABX85610,AAS62699
ABG16144,ABX84852,AAS58644
ABG13572,ABX86601,AAS62261
AAS58545,ABX88732,ABG16252
AAS62828,ABX85218,ABG14166
AAS60467,ABX87581,ABG15241
AAS62510,ABX87721,ABG13948
AAS60649,ABX87836,ABG14797
AAS63815,ABX86146,ABG15545
ABG14289,ABX87567,AAS62938
ABG14992,ABX85187,AAS64108
AAS63642,ABX86561,ABG12278
AAS62580,ABX86503,ABG14020
AAS62266,ABX85115,ABG13582
ABG12251,ABX87093,AAS63616
AAS63733,ABX86978,ABG12356
ABG13900,ABX87163,AAS62468
ABG13037,ABX86196,AAS61247
ABG14521,ABX88038,AAS61126
AAS60347,ABX85774,ABG15437
AAS62719,ABX86653,ABG14416
ABG12645,ABX86054,AAS61450
AAS63280,ABX87303,ABG15581
ABG15397,ABX87477,AAS63450
ABG13287,ABX85254,AAS61910
ABG16171,ABX84763,AAS58670
AAS60401,ABX86212,ABG15311
AAS63287,ABX86928,ABG15588
AAS62613,ABX85387,ABG14054
AAS60878,ABX87146,ABG14939
ABG14827,ABX86804,AAS60592
AAS62118,ABX87352,ABG13407
AAS63679,ABX86929,ABG12408
ABG12189,ABX85748,AAS63413
AAS62943,ABX86796,ABG14095
AAS60656,ABX88521,ABG14803
ABG12147,ABX85695,AAS63371
AAS60749,ABX85640,ABG15922
AAS61455,ABX88062,ABG12640
ABG13114,ABX86790,AAS61851
AAS62511,ABX87609,ABG13952
ABG12067,ABX87922,AAS63294
AAS61518,ABX87650,ABG13001
AAS60481,ABX84886,ABG15227
AAS61447,ABX85520,ABG12648
AAS60594,ABX87593,ABG14739
AAS61296,ABX88624,ABG12556
AAS60999,ABX86463,ABG14654
AAS61458,ABX86416,ABG12636
ABG16249,ABX88738,AAS58542
AAS62398,ABX88453,ABG13715
AAS63274,ABX87661,ABG15575
AAS61330,ABX86326,ABG14431
AAS63007,ABX86976,ABG12467
ABG13666,ABX85531,AAS62347
AAS62763,ABX87630,ABG14294
ABG15705,ABX85629,AAS63961
AAS58668,ABX84821,ABG16169
ABG13699,ABX85243,AAS62382
ABG14048,ABX87924,AAS62607
ABG14963,ABX87128,AAS64133
AAS61852,ABX87408,ABG13113
AAS62802,ABX85236,ABG14138
AAS61035,ABX87823,ABG14617
AAS63295,ABX86388,ABG12068
ABG15426,ABX84901,AAS60359
ABG12795,ABX85897,AAS61663
AAS58619,ABX85455,ABG14107
AAS63841,ABX87808,ABG16040
ABG15125,ABX86005,AAS63125
ABG16027,ABX87796,AAS63856
ABG13700,ABX85782,AAS62383
ABG13921,ABX86122,AAS62482
AAS63096,ABX87168,ABG15156
ABG13919,ABX85737,AAS62480
AAS62547,ABX85574,ABG13988
AAS64121,ABX86884,ABG14974
ABG14310,ABX85541,AAS62746
AAS63409,ABX85707,ABG12183
ABG14769,ABX88586,AAS60623
ABG13786,ABX88659,AAS61954
ABG12765,ABX85537,AAS61633
AAS63219,ABX85843,ABG15018
AAS63705,ABX86698,ABG12382
AAS64175,ABX86280,ABG16135
ABG15924,ABX87746,AAS60747
ABG16022,ABX88573,AAS63861
ABG13613,ABX86299,AAS62294
ABG15930,ABX84980,AAS60741
AAS60510,ABX85153,ABG15199
ABG15734,ABX86587,AAS63470
ABG12065,ABX86862,AAS63292
AAS60433,ABX87265,ABG15278
ABG15461,ABX87908,AAS60325
ABG16152,ABX84756,AAS58651
AAS61947,ABX86794,ABG13793
AAS60787,ABX87837,ABG15883
ABG14253,ABX87524,AAS62905
ABG14469,ABX85072,AAS61367
ABG12482,ABX84943,AAS62995
ABG15071,ABX86309,AAS63176
ABG13094,ABX88316,AAS61869
AAS61058,ABX85012,ABG14595
AAS63309,ABX87574,ABG12082
AAS62389,ABX86482,ABG13705
ABG14417,ABX86002,AAS62720
ABG13954,ABX87140,AAS62513
ABG12600,ABX86105,AAS61493
ABG13315,ABX87697,AAS61940
AAS60895,ABX85030,ABG14922
ABG15238,ABX86017,AAS60471
AAS62499,ABX87764,ABG13936
ABG14685,ABX86572,AAS60966
ABG12175,ABX84936,AAS63400
AAS63119,ABX88594,ABG15132
ABG15467,ABX86331,AAS60319
ABG13508,ABX85833,AAS62199
AAS61008,ABX87980,ABG14645
ABG12160,ABX86705,AAS63385
AAS63213,ABX88117,ABG15025
AAS61025,ABX88265,ABG14627
AAS63120,ABX88036,ABG15131
ABG16118,ABX86525,AAS64158
AAS63133,ABX86410,ABG15114
AAS64126,ABX87351,ABG14970
AAS61173,ABX88154,ABG12903
ABG15577,ABX88429,AAS63276
ABG12714,ABX86596,AAS61587
ABG13151,ABX87849,AAS61818
AAS60623,ABX88586,ABG14769
AAS60388,ABX85137,ABG12226
AAS60556,ABX85885,ABG14869
AAS63305,ABX87828,ABG12078
ABG14070,ABX86356,AAS62630
AAS58568,ABX88731,ABG16272
AAS62964,ABX85850,ABG12514
AAS60522,ABX86315,ABG15187
ABG14475,ABX85853,AAS61373
AAS63782,ABX86580,ABG15513
ABG13570,ABX87474,AAS62259
ABG14886,ABX86965,AAS60538
ABG12259,ABX86016,AAS63625
ABG15951,ABX88545,AAS60719
AAS60662,ABX88517,ABG14810
ABG16310,ABX88713,AAS58523
AAS63828,ABX88330,ABG16055
ABG15752,ABX87930,AAS63490
AAS63248,ABX87107,ABG11998
AAS60991,ABX87810,ABG14662
ABG14944,ABX87684,AAS60873
ABG15225,ABX86028,AAS60483
AAS60952,ABX87826,ABG14699
ABG14003,ABX87548,AAS62561
ABG12079,ABX87066,AAS63306
AAS61511,ABX86470,ABG12583
ABG13019,ABX85235,AAS61266
ABG16266,ABX88717,AAS58562
ABG15450,ABX88177,AAS60336
