AAS61939,ABX87162,ABG13314
ABG13022,ABX88204,AAS61263
ABG12331,ABX88450,AAS63751
ABG12907,ABX85008,AAS61171
ABG14695,ABX87109,AAS60956
ABG14329,ABX87625,AAS62729
ABG15492,ABX87307,AAS60294
AAS62488,ABX85185,ABG13927
AAS61314,ABX87766,ABG12539
AAS60353,ABX86665,ABG15432
AAS61077,ABX85861,ABG14573
ABG13993,ABX87418,AAS62551
AAS62993,ABX88111,ABG12484
ABG14804,ABX85506,AAS60657
AAS63892,ABX86979,ABG15808
ABG14985,ABX85577,AAS64113
AAS62037,ABX87617,ABG13805
ABG14790,ABX88337,AAS60643
ABG14212,ABX88043,AAS62868
AAS60339,ABX87067,ABG15447
AAS63815,ABX86146,ABG15545
ABG15237,ABX85478,AAS60472
ABG14895,ABX88122,AAS60528
AAS63851,ABX86432,ABG16031
ABG12058,ABX86372,AAS60812
ABG16271,ABX88733,AAS58567
ABG15768,ABX84997,AAS63506
ABG13098,ABX85050,AAS61865
ABG16323,ABX88735,AAS58570
ABG16121,ABX88021,AAS64161
ABG12076,ABX88364,AAS63303
ABG12804,ABX84948,AAS61671
AAS61330,ABX86326,ABG14431
ABG13724,ABX87880,AAS62406
ABG14684,ABX87196,AAS60967
AAS63752,ABX86860,ABG12330
AAS60739,ABX87815,ABG15932
AAS62100,ABX85392,ABG13387
AAS62449,ABX85045,ABG13877
AAS60477,ABX87300,ABG15232
ABG15034,ABX85822,AAS63204
ABG14922,ABX85030,AAS60895
ABG14015,ABX87989,AAS62574
AAS61485,ABX86604,ABG12610
AAS61370,ABX88044,ABG14472
ABG12333,ABX87360,AAS63750
AAS61007,ABX88610,ABG14646
ABG13883,ABX88560,AAS62452
ABG13654,ABX86043,AAS62335
AAS62454,ABX87699,ABG13885
ABG12133,ABX86476,AAS63359
AAS60533,ABX88213,ABG14891
AAS62165,ABX85105,ABG13472
ABG13556,ABX85245,AAS62245
ABG13984,ABX86540,AAS62543
ABG12607,ABX88441,AAS61487
ABG13469,ABX87160,AAS62162
ABG15553,ABX86018,AAS63822
ABG15399,ABX86210,AAS63448
ABG13378,ABX87001,AAS62093
ABG15001,ABX85935,AAS64138
ABG15026,ABX87844,AAS63212
ABG12833,ABX88291,AAS61697
ABG13980,ABX87069,AAS62539
AAS63953,ABX86734,ABG15712
ABG14130,ABX87500,AAS62794
ABG15889,ABX86595,AAS60780
AAS61634,ABX87378,ABG12766
AAS62842,ABX87979,ABG14180
AAS60391,ABX88189,ABG12229
AAS60994,ABX87602,ABG14659
ABG13021,ABX86866,AAS61264
ABG13969,ABX87792,AAS62532
ABG14654,ABX86463,AAS60999
AAS63797,ABX87184,ABG15526
AAS63642,ABX86561,ABG12278
ABG15434,ABX87124,AAS60351
AAS61218,ABX87669,ABG12852
ABG13370,ABX85272,AAS62087
ABG15176,ABX88451,AAS63076
ABG12413,ABX86633,AAS63015
AAS60849,ABX87110,ABG12023
AAS58572,ABX88727,ABG16275
ABG14023,ABX86897,AAS62584
AAS62749,ABX88615,ABG14307
AAS61928,ABX88684,ABG13304
ABG13639,ABX87883,AAS62320
ABG12661,ABX86215,AAS61437
ABG14049,ABX87285,AAS62608
ABG16277,ABX88701,AAS58574
ABG15016,ABX85453,AAS63221
AAS60611,ABX86209,ABG14757
AAS61778,ABX86343,ABG13193
ABG16084,ABX85463,AAS63556
ABG13431,ABX88437,AAS62143
AAS63107,ABX86029,ABG15144
ABG14181,ABX87901,AAS62843
ABG12458,ABX88482,AAS63063
AAS63520,ABX85549,ABG15782
AAS61184,ABX87505,ABG12891
AAS62268,ABX85762,ABG13585
AAS62686,ABX88285,ABG14378
ABG15477,ABX86348,AAS60309
AAS61840,ABX86383,ABG13127
ABG14786,ABX87092,AAS60639
ABG15103,ABX86901,AAS63143
ABG14578,ABX88266,AAS61072
ABG12438,ABX88006,AAS63040
AAS63948,ABX88078,ABG15717
ABG13197,ABX85669,AAS61776
AAS60369,ABX87074,ABG15417
ABG15408,ABX87401,AAS60380
ABG15648,ABX86342,AAS64017
AAS62986,ABX87055,ABG12492
AAS62729,ABX87625,ABG14329
AAS60642,ABX85475,ABG14789
ABG13999,ABX84975,AAS62557
AAS64040,ABX88583,ABG15627
AAS63966,ABX87393,ABG15701
AAS62578,ABX87594,ABG14018
AAS61545,ABX87308,ABG12972
ABG16151,ABX84845,AAS58650
ABG13277,ABX87129,AAS61904
AAS62468,ABX87163,ABG13900
ABG12440,ABX87367,AAS63042
AAS64142,ABX88181,ABG16102
AAS64021,ABX85817,ABG15645
ABG14967,ABX87167,AAS64129
ABG15302,ABX86007,AAS60408
AAS62575,ABX88663,ABG14016
AAS61289,ABX87671,ABG12563
ABG12759,ABX85069,AAS61626
ABG13236,ABX85801,AAS61739
AAS62658,ABX87795,ABG14349
AAS60482,ABX86239,ABG15226
ABG15125,ABX86005,AAS63125
ABG14041,ABX86943,AAS62600
ABG14993,ABX85325,AAS64107
AAS62865,ABX88696,ABG14209
AAS64154,ABX85539,ABG16114
AAS62095,ABX86806,ABG13380
ABG14810,ABX88517,AAS60662
ABG14889,ABX87507,AAS60535
AAS58638,ABX84815,ABG16139
ABG12329,ABX85663,AAS63753
AAS60417,ABX88075,ABG15293
ABG14410,ABX86039,AAS62713
ABG14355,ABX86931,AAS62664
ABG14863,ABX88400,AAS60560
ABG13983,ABX85255,AAS62542
AAS63801,ABX84998,ABG15533
ABG12083,ABX86330,AAS63310
AAS60907,ABX88448,ABG14908
ABG13727,ABX84955,AAS62410
AAS62798,ABX84962,ABG14134
AAS60750,ABX86492,ABG15921
ABG12130,ABX87981,AAS63356
ABG12591,ABX87672,AAS61503
AAS60779,ABX86121,ABG15890
ABG13480,ABX86405,AAS62173
ABG16075,ABX87912,AAS63549
AAS60964,ABX85718,ABG14687
ABG12510,ABX87587,AAS62968
AAS61659,ABX85615,ABG12791
AAS63965,ABX86075,ABG15702
ABG13678,ABX88118,AAS62360
ABG14249,ABX84898,AAS62901
AAS61448,ABX86758,ABG12647
ABG14409,ABX86679,AAS62712
AAS61164,ABX85809,ABG12915
AAS60486,ABX87738,ABG15222
AAS62141,ABX86266,ABG13429
ABG12599,ABX86541,AAS61494
ABG14252,ABX85224,AAS62904
AAS62413,ABX86672,ABG13730
ABG13824,ABX87487,AAS62018
AAS61263,ABX88204,ABG13022
AAS62624,ABX87137,ABG14064
ABG16025,ABX85644,AAS63858
ABG12308,ABX88660,AAS63670
AAS63154,ABX88649,ABG15093
ABG12242,ABX88136,AAS63609
AAS62851,ABX86154,ABG14192
ABG12555,ABX85395,AAS61297
AAS62784,ABX85498,ABG14120
AAS61207,ABX86921,ABG12863
ABG14325,ABX85791,AAS62733
AAS62020,ABX87102,ABG13822
AAS60539,ABX87428,ABG14885
AAS61975,ABX88191,ABG13765
ABG13271,ABX86493,AAS61898
ABG13844,ABX85916,AAS62003
ABG12816,ABX87532,AAS61683
AAS61080,ABX88574,ABG14570
AAS64035,ABX85965,ABG15631
ABG15972,ABX86614,AAS60697
ABG12103,ABX88348,AAS63330
ABG14713,ABX88593,AAS60939
AAS63458,ABX88526,ABG15388
AAS61288,ABX85247,ABG12564
ABG12190,ABX85346,AAS63414
ABG12940,ABX88048,AAS61140
AAS60321,ABX88463,ABG15465
AAS60439,ABX88428,ABG15272
ABG15587,ABX86109,AAS63286
AAS62690,ABX87622,ABG14383
ABG13716,ABX86363,AAS62400
AAS60737,ABX85867,ABG15934
AAS61466,ABX87338,ABG12628
ABG14714,ABX85192,AAS60938
AAS63415,ABX88688,ABG12191
ABG12234,ABX85345,AAS60397
AAS62062,ABX88153,ABG13344
AAS63519,ABX85121,ABG15781
ABG12145,ABX88218,AAS63369
AAS62371,ABX86267,ABG13689
AAS62778,ABX85696,ABG14114
ABG14534,ABX87519,AAS61107
AAS63517,ABX86631,ABG15779
ABG14554,ABX88537,AAS61090
ABG14907,ABX85130,AAS60908
AAS61869,ABX88316,ABG13094
ABG15633,ABX88666,AAS64033
AAS62697,ABX84974,ABG14390
AAS60491,ABX85286,ABG15217
ABG14304,ABX87605,AAS62752
AAS62174,ABX86047,ABG13481
AAS61016,ABX88556,ABG14636
ABG16297,ABX88739,AAS58594
ABG12064,ABX87277,AAS63291
AAS62294,ABX86299,ABG13613
ABG12386,ABX85811,AAS63701
ABG16247,ABX88768,AAS58540
AAS63884,ABX85831,ABG15800
AAS61995,ABX88182,ABG13852
ABG13690,ABX88212,AAS62372
ABG12675,ABX86468,AAS61424
ABG12347,ABX88161,AAS63737
ABG14716,ABX86096,AAS60936
ABG15904,ABX86253,AAS60762
ABG13995,ABX86235,AAS62553
ABG14128,ABX85462,AAS62792
AAS62347,ABX85531,ABG13666
AAS63108,ABX85359,ABG15143
AAS61618,ABX87814,ABG12751
ABG12528,ABX86227,AAS62951
ABG15803,ABX85781,AAS63887
ABG13017,ABX85046,AAS61268
AAS63208,ABX86545,ABG15030
AAS61368,ABX87676,ABG14470
AAS62272,ABX87313,ABG13588
AAS61125,ABX88454,ABG14522
AAS63244,ABX87709,ABG12002
AAS58536,ABX88718,ABG16319
ABG15197,ABX86811,AAS60512
ABG15672,ABX87026,AAS63993
AAS60505,ABX86167,ABG15204
ABG16303,ABX88781,AAS58602
ABG15522,ABX88215,AAS63794
ABG12480,ABX88368,AAS62997
ABG12007,ABX88220,AAS63238
ABG12157,ABX87747,AAS63382
ABG14250,ABX85415,AAS62902
AAS61356,ABX87215,ABG14458
AAS62893,ABX85981,ABG14239
ABG14857,ABX88496,AAS60565
ABG13793,ABX86794,AAS61947
AAS62670,ABX85996,ABG14361
ABG14287,ABX86149,AAS62936
AAS62315,ABX87375,ABG13632
ABG13546,ABX86763,AAS62235
AAS60634,ABX85906,ABG14781
ABG13694,ABX87611,AAS62376
ABG16031,ABX86432,AAS63851
AAS61999,ABX88108,ABG13848
AAS62075,ABX87805,ABG13357
ABG15115,ABX84931,AAS63132
ABG15709,ABX87862,AAS63957
ABG13764,ABX84937,AAS61976
ABG13679,ABX88298,AAS62361
ABG15436,ABX86514,AAS60348
AAS63064,ABX87222,ABG12459
ABG12802,ABX86031,AAS61669
ABG12459,ABX87222,AAS63064
AAS62766,ABX87390,ABG14101
ABG16170,ABX84827,AAS58669
ABG12553,ABX86490,AAS61299
AAS63237,ABX87761,ABG12008
ABG13924,ABX86706,AAS62485
ABG14761,ABX85385,AAS60616
AAS63558,ABX88325,ABG16086
AAS62432,ABX87077,ABG13748
ABG14106,ABX85636,AAS62771
ABG13085,ABX85614,AAS61724
AAS60530,ABX85323,ABG14893
AAS61134,ABX87838,ABG12693
ABG16143,ABX84765,AAS58643
AAS61380,ABX88196,ABG14484
ABG13770,ABX85820,AAS61970
AAS60850,ABX85944,ABG12022
AAS61431,ABX85151,ABG12667
AAS64053,ABX85856,ABG15614
AAS61531,ABX86135,ABG12988
AAS60424,ABX87045,ABG15287
AAS62400,ABX86363,ABG13716
AAS62030,ABX87858,ABG13813
ABG15249,ABX86880,AAS60461
AAS61590,ABX87240,ABG12717
AAS61992,ABX84904,ABG13855
AAS61407,ABX87996,ABG14515
ABG14536,ABX87125,AAS61105
ABG14651,ABX87411,AAS61002
ABG12106,ABX85048,AAS63332
ABG14839,ABX85588,AAS60581
AAS63952,ABX87353,ABG15713
ABG12518,ABX88535,AAS62960
AAS61559,ABX86408,ABG12958
ABG13418,ABX86248,AAS62129
ABG16100,ABX85419,AAS64140
ABG13414,ABX88224,AAS62125
ABG11988,ABX88128,AAS63256
ABG14487,ABX85585,AAS61381
ABG12282,ABX86774,AAS63646
AAS62188,ABX86930,ABG13496
AAS61002,ABX87411,ABG14651
AAS62678,ABX88690,ABG14371
ABG12186,ABX86067,AAS63410
AAS61770,ABX86807,ABG13204
ABG16165,ABX84757,AAS58664
ABG13667,ABX87925,AAS62348
AAS60716,ABX85232,ABG15954
AAS63009,ABX85349,ABG12465
ABG13537,ABX86475,AAS62226
ABG12323,ABX85992,AAS63759
AAS61791,ABX87225,ABG13181
ABG15878,ABX87687,AAS60793
AAS61947,ABX86794,ABG13793
AAS62171,ABX87083,ABG13478
ABG13619,ABX86568,AAS62301
AAS62517,ABX84957,ABG13957
AAS63794,ABX88215,ABG15522
ABG12456,ABX85589,AAS63061
AAS61544,ABX86009,ABG12975
AAS61949,ABX85970,ABG13791
ABG12707,ABX85511,AAS61581
AAS60745,ABX88640,ABG15926
ABG13854,ABX86496,AAS61993
AAS63066,ABX87280,ABG12461
ABG15444,ABX86038,AAS60342
ABG13089,ABX87029,AAS61727
AAS62720,ABX86002,ABG14417
ABG12195,ABX86946,AAS63419
ABG12127,ABX88163,AAS63353
AAS61956,ABX88102,ABG13784
AAS60319,ABX86331,ABG15467
ABG12846,ABX86685,AAS61708
ABG13181,ABX87225,AAS61791
AAS62570,ABX86502,ABG14012
AAS61861,ABX86307,ABG13104
AAS63847,ABX87920,ABG16034
AAS63500,ABX86123,ABG15762
AAS63281,ABX86107,ABG15582
ABG12574,ABX86818,AAS61278
ABG13252,ABX88532,AAS61880
ABG14046,ABX85406,AAS62605
ABG13985,ABX87791,AAS62544
AAS60922,ABX87220,ABG14729
AAS63193,ABX87668,ABG15049
ABG14370,ABX88126,AAS62677
AAS61701,ABX88351,ABG12838
AAS58740,ABX84849,ABG16219
ABG15431,ABX86987,AAS60354
ABG15619,ABX86981,AAS64048,AAS64049,ABG15618,ABX88474
AAS61771,ABX86483,ABG13203
ABG14382,ABX85974,AAS62689
AAS61272,ABX86150,ABG13013
AAS62065,ABX86747,ABG13347
AAS61523,ABX85984,ABG12996
AAS62850,ABX88290,ABG14188
ABG16133,ABX85199,AAS64173
ABG15254,ABX85573,AAS60456
ABG11970,ABX85603,AAS60282
AAS62830,ABX86308,ABG14168
ABG15941,ABX85472,AAS60729
AAS60834,ABX86878,ABG12038
ABG13506,ABX84979,AAS62197
AAS60899,ABX88061,ABG14919
AAS63449,ABX84950,ABG15398
AAS63493,ABX86712,ABG15755
AAS63980,ABX88143,ABG15687
ABG14306,ABX88165,AAS62750
AAS63808,ABX86027,ABG15538
ABG12871,ABX86583,AAS61199
ABG14453,ABX85434,AAS61351
ABG15398,ABX84950,AAS63449
AAS62433,ABX85990,ABG13749
ABG14366,ABX85985,AAS62673
ABG15083,ABX84908,AAS63164
ABG12700,ABX88366,AAS61574
ABG12144,ABX86988,AAS63368
AAS61434,ABX87874,ABG12664
ABG12961,ABX86564,AAS61556
AAS60355,ABX87271,ABG15430
ABG15754,ABX86894,AAS63492
AAS58662,ABX84798,ABG16163
ABG11980,ABX86799,AAS60289
AAS60744,ABX87575,ABG15927
ABG15293,ABX88075,AAS60417
ABG15786,ABX87373,AAS63524
ABG12197,ABX87799,AAS63421
AAS63128,ABX87381,ABG15122
ABG13931,ABX84913,AAS62493
ABG12823,ABX88631,AAS61688
AAS63944,ABX84779,ABG16072
AAS62518,ABX88151,ABG13958
AAS61163,ABX86480,ABG12916
AAS63690,ABX85564,ABG12397
ABG13173,ABX88066,AAS61796
AAS61140,ABX88048,ABG12940
ABG12580,ABX86310,AAS61514
ABG12585,ABX85903,AAS61509
AAS61638,ABX85295,ABG12770
AAS60596,ABX86232,ABG14741
AAS61542,ABX86108,ABG12977
ABG12422,ABX85699,AAS63024
AAS62042,ABX86743,ABG13799
ABG14593,ABX85533,AAS61060
AAS63709,ABX85022,ABG12378
AAS62901,ABX84898,ABG14249
ABG16131,ABX86050,AAS64171
ABG15518,ABX85061,AAS63787
AAS62823,ABX86623,ABG14161
ABG15848,ABX87445,AAS63931
AAS62972,ABX85226,ABG12506
ABG12418,ABX88693,AAS63020
ABG15703,ABX85995,AAS63964
ABG15866,ABX86094,AAS60805
AAS60618,ABX88425,ABG14763
ABG15054,ABX85025,AAS63190
AAS61491,ABX88422,ABG12602
ABG14113,ABX86139,AAS62777
ABG14731,ABX86110,AAS60920
AAS58651,ABX84756,ABG16152
ABG15211,ABX86386,AAS60497
AAS64159,ABX86481,ABG16119
AAS58597,ABX88780,ABG16300
AAS63658,ABX87453,ABG12295
ABG13483,ABX84902,AAS62176
ABG14027,ABX87877,AAS62588
ABG13027,ABX87021,AAS61258
ABG14820,ABX85495,AAS60669
ABG13172,ABX88262,AAS61797
ABG15671,ABX88156,AAS63994
AAS63471,ABX85427,ABG15735
AAS62593,ABX85168,ABG14032
AAS60448,ABX85854,ABG15262
AAS60427,ABX85621,ABG15284
AAS63268,ABX86426,ABG15570
AAS62375,ABX87084,ABG13693
AAS61866,ABX88336,ABG13097
AAS60421,ABX85738,ABG15289
AAS62669,ABX87521,ABG14360
ABG15005,ABX87454,AAS63229
ABG15459,ABX87243,AAS60327
ABG15208,ABX88442,AAS60500
AAS63822,ABX86018,ABG15553
ABG14999,ABX84978,AAS64103
ABG13150,ABX88515,AAS61819
AAS58566,ABX88764,ABG16270
ABG15830,ABX87889,AAS63914
AAS58747,ABX84851,ABG16215
AAS60793,ABX87687,ABG15878
ABG12744,ABX87186,AAS61613
AAS61625,ABX87392,ABG12758
AAS61216,ABX86678,ABG12854
AAS63120,ABX88036,ABG15131
ABG15010,ABX87829,AAS63224
ABG16166,ABX84805,AAS58665
AAS61212,ABX88249,ABG12858
AAS60799,ABX86512,ABG15872
AAS62533,ABX86291,ABG13970
ABG15564,ABX84924,AAS63262
AAS62209,ABX86354,ABG13518
ABG14510,ABX87720,AAS61403
AAS63189,ABX86163,ABG15055
AAS63998,ABX87255,ABG15667
ABG14577,ABX84963,AAS61073
AAS60887,ABX85006,ABG14929
AAS63612,ABX86649,ABG12247
ABG12822,ABX87514,AAS61687
ABG14599,ABX85859,AAS61054
ABG14809,ABX88439,AAS60661
AAS63430,ABX88354,ABG12206
AAS58700,ABX84813,ABG16189
ABG12839,ABX86588,AAS61702
ABG12353,ABX85228,AAS63734
ABG13998,ABX88476,AAS62556
ABG14532,ABX88588,AAS61110
AAS61779,ABX85079,ABG13192
AAS61722,ABX88671,ABG13083
AAS63332,ABX85048,ABG12106
ABG12464,ABX88179,AAS63010
ABG12213,ABX85439,AAS63437
AAS63481,ABX87923,ABG15745
AAS61943,ABX86045,ABG13321
ABG14626,ABX85869,AAS61026
ABG14689,ABX88251,AAS60962
AAS60843,ABX87464,ABG12029
ABG14987,ABX87982,AAS64111
ABG15393,ABX88300,AAS63452
ABG12384,ABX85587,AAS63703
AAS63665,ABX87036,ABG12302
AAS63444,ABX87261,ABG15403
ABG13919,ABX85737,AAS62480
ABG14948,ABX85557,AAS60869
AAS63002,ABX88216,ABG12475
ABG13605,ABX88679,AAS62287
AAS63756,ABX87169,ABG12326
ABG14307,ABX88615,AAS62749
AAS61605,ABX87398,ABG12734
ABG14515,ABX87996,AAS61407
AAS64130,ABX86851,ABG14966
ABG16080,ABX85796,AAS63553
AAS62465,ABX87914,ABG13896
AAS63958,ABX88404,ABG15708
AAS63315,ABX88051,ABG12088
ABG11972,ABX86664,AAS60284
ABG14943,ABX87208,AAS60874
AAS62977,ABX85912,ABG12501
AAS63495,ABX85617,ABG15757
ABG13539,ABX87470,AAS62228
ABG14618,ABX87152,AAS61034
ABG12322,ABX88589,AAS63760
ABG13016,ABX86292,AAS61269
ABG14846,ABX88576,AAS60575
ABG13348,ABX87073,AAS62066
ABG15292,ABX88658,AAS60418
AAS63265,ABX85710,ABG15567
ABG15778,ABX87729,AAS63516
AAS62101,ABX85118,ABG13388
ABG16265,ABX88784,AAS58561
ABG13897,ABX86423,AAS62466
AAS63803,ABX87758,ABG15534
ABG13484,ABX85429,AAS62177
AAS63669,ABX88142,ABG12307
ABG14075,ABX86709,AAS62635
ABG15357,ABX87713,AAS63569,ABG16098
ABG12569,ABX87779,AAS61283
AAS61883,ABX86097,ABG13255
AAS63535,ABX87866,ABG16061
AAS58548,ABX88751,ABG16325
AAS61415,ABX86729,ABG12684
ABG12583,ABX86470,AAS61511
ABG12920,ABX85088,AAS61159
ABG13091,ABX85887,AAS61729
ABG14563,ABX86627,AAS61085
AAS61332,ABX86260,ABG14434
ABG13309,ABX88099,AAS61933
ABG15960,ABX87333,AAS60709
ABG14596,ABX87677,AAS61057
ABG13588,ABX87313,AAS62272
ABG12632,ABX85532,AAS61462
AAS60436,ABX85157,ABG15275
AAS64137,ABX88162,ABG14957
ABG14739,ABX87593,AAS60594
ABG11997,ABX87544,AAS63249
AAS63369,ABX88218,ABG12145
ABG13665,ABX85020,AAS62346
ABG15297,ABX88303,AAS60413
AAS63523,ABX88023,ABG15785
AAS61182,ABX87752,ABG12892
ABG16077,ABX88306,AAS63551
AAS60336,ABX88177,ABG15450
ABG13032,ABX86460,AAS61252
ABG13745,ABX87298,AAS62428
ABG16007,ABX85601,AAS63876
ABG13621,ABX85428,AAS62303
AAS61454,ABX88489,ABG12641
ABG15977,ABX88273,AAS60692
AAS63091,ABX86284,ABG15161
ABG15607,ABX87323,AAS64060
ABG12968,ABX88139,AAS61549
AAS60452,ABX86942,ABG15258
ABG15583,ABX85664,AAS63282
AAS61334,ABX88276,ABG14436
ABG14814,ABX85599,AAS60667
ABG13944,ABX87651,AAS62506
ABG12723,ABX87190,AAS61596
AAS61019,ABX85074,ABG14633
ABG12393,ABX87331,AAS63694
AAS60487,ABX86955,ABG15221
AAS61749,ABX86289,ABG13222
AAS60775,ABX84890,ABG15893
ABG14491,ABX86951,AAS61385
AAS60755,ABX86722,ABG15913
AAS62538,ABX86740,ABG13978
AAS61185,ABX88462,ABG12890
AAS62079,ABX86304,ABG13361
AAS62382,ABX85243,ABG13699
ABG13544,ABX85721,AAS62233
AAS61757,ABX88552,ABG13215
AAS61870,ABX85210,ABG13093
AAS61613,ABX87186,ABG12744
AAS58573,ABX88779,ABG16276
ABG15955,ABX86378,AAS60715
ABG16008,ABX85197,AAS63875
ABG12088,ABX88051,AAS63315
ABG13529,ABX87727,AAS62217
AAS63111,ABX88155,ABG15140
ABG12215,ABX88405,AAS63439
AAS61022,ABX88493,ABG14630
ABG14850,ABX85755,AAS60572
AAS62438,ABX87061,ABG13755
ABG15711,ABX85144,AAS63954
ABG16090,ABX85355,AAS63562
ABG14860,ABX86657,AAS60563
AAS63166,ABX85767,ABG15082
ABG12496,ABX85366,AAS62982
AAS62908,ABX87563,ABG14257
ABG13193,ABX86343,AAS61778
ABG14093,ABX86206,AAS62945
AAS60344,ABX87882,ABG15440
ABG14924,ABX87566,AAS60893
ABG12517,ABX87977,AAS62961
AAS58590,ABX88774,ABG16329
AAS61976,ABX84937,ABG13764
AAS61660,ABX87236,ABG12792
AAS63353,ABX88163,ABG12127
AAS61350,ABX88115,ABG14452
ABG13624,ABX87554,AAS62307
ABG12152,ABX86831,AAS63377
AAS60537,ABX86611,ABG14887
ABG14813,ABX85181,AAS60666
ABG15397,ABX87477,AAS63450
ABG13811,ABX87097,AAS62032
ABG14751,ABX85706,AAS60606
AAS61260,ABX85289,ABG13025
AAS62694,ABX86451,ABG14387
ABG12881,ABX85493,AAS61191
AAS62036,ABX86396,ABG13807
ABG14628,ABX85067,AAS61024
ABG12158,ABX85620,AAS63383
AAS61293,ABX87961,ABG12559
ABG12254,ABX85242,AAS61599
ABG15206,ABX87094,AAS60502
AAS60836,ABX85039,ABG12036
AAS63890,ABX88145,ABG15806
ABG13314,ABX87162,AAS61939
ABG12397,ABX85564,AAS63690
ABG12703,ABX86592,AAS61577
ABG13351,ABX87179,AAS62069
AAS60383,ABX88195,ABG12221
AAS60524,ABX86932,ABG15561
ABG13695,ABX88105,AAS62377
AAS58533,ABX88765,ABG16316
AAS60416,ABX86868,ABG15294
AAS64158,ABX86525,ABG16118
ABG14417,ABX86002,AAS62720
AAS63928,ABX85637,ABG15845
ABG12109,ABX86744,AAS63335
ABG13647,ABX87035,AAS62327
ABG14721,ABX88305,AAS60930
ABG12680,ABX88406,AAS61419
AAS60686,ABX87956,ABG15983
ABG13398,ABX88098,AAS62110
ABG14902,ABX87350,AAS60913
ABG12200,ABX86582,AAS63424
ABG12025,ABX85761,AAS60847
AAS64105,ABX88602,ABG14997
AAS61925,ABX88401,ABG13301
ABG14595,ABX85012,AAS61058
AAS63243,ABX85400,ABG12003
AAS62261,ABX86601,ABG13572
AAS62677,ABX88126,ABG14370
ABG12637,ABX84973,AAS61457
AAS64160,ABX87626,ABG16120
ABG15800,ABX85831,AAS63884
ABG15415,ABX87781,AAS60371
AAS60866,ABX87512,ABG14951
AAS63216,ABX87618,ABG15022
ABG14800,ABX85812,AAS60652
AAS60697,ABX86614,ABG15972
AAS60902,ABX88403,ABG14916
AAS62843,ABX87901,ABG14181
AAS61446,ABX84965,ABG12649
ABG13341,ABX88662,AAS62059
ABG15643,ABX84996,AAS64023
ABG14129,ABX85239,AAS62793
AAS60302,ABX86861,ABG15484
ABG13942,ABX88460,AAS62505
ABG12111,ABX87552,AAS63337
ABG13342,ABX85097,AAS62060
AAS60795,ABX88383,ABG15876
AAS63525,ABX85304,ABG15788
AAS63181,ABX87860,ABG15066
ABG14177,ABX84985,AAS62839
AAS63703,ABX85587,ABG12384
ABG12996,ABX85984,AAS61523
ABG15840,ABX85840,AAS63923
AAS60633,ABX86300,ABG14780
ABG14198,ABX84865,AAS62857
AAS62271,ABX86797,ABG13587
ABG14058,ABX88190,AAS62617
AAS60294,ABX87307,ABG15492
ABG12986,ABX85389,AAS61533
ABG13336,ABX88539,AAS62054
AAS61716,ABX87959,ABG13077
ABG15584,ABX85262,AAS63283
ABG13512,ABX85745,AAS62203
ABG12427,ABX86952,AAS63029
ABG14668,ABX85572,AAS60988
AAS63865,ABX85367,ABG16018
AAS61023,ABX88049,ABG14629
AAS61385,ABX86951,ABG14491
ABG13204,ABX86807,AAS61770
AAS62494,ABX85407,ABG13932
AAS61421,ABX88127,ABG12678
ABG14891,ABX88213,AAS60533
ABG15243,ABX87170,AAS60465
ABG12174,ABX85066,AAS63399
AAS63283,ABX85262,ABG15584
ABG13524,ABX85701,AAS62213
AAS61478,ABX85100,ABG12617
AAS61888,ABX87467,ABG13260
AAS61487,ABX88441,ABG12607
ABG14586,ABX86242,AAS61067
ABG14102,ABX86128,AAS62767
AAS63352,ABX85566,ABG12126
AAS60395,ABX88578,ABG12231
ABG13429,ABX86266,AAS62141
AAS63987,ABX86819,ABG15678
AAS60284,ABX86664,ABG11972
ABG14849,ABX87217,AAS60573
ABG13496,ABX86930,AAS62188
AAS63070,ABX86319,ABG15182
ABG14459,ABX86660,AAS61357
ABG14516,ABX87678,AAS61408
AAS62768,ABX86636,ABG14103
AAS62395,ABX88092,ABG13712
ABG14368,ABX87039,AAS62675
ABG15257,ABX88275,AAS60453
AAS62721,ABX86486,ABG14418
AAS58642,ABX84773,ABG16142
ABG16264,ABX88721,AAS58560
AAS61111,ABX88133,ABG14531
ABG14069,ABX86688,AAS62629
ABG14749,ABX86616,AAS60604
ABG11998,ABX87107,AAS63248
ABG14842,ABX88548,AAS60579
ABG14028,ABX86473,AAS62589
ABG14017,ABX87171,AAS62577
ABG14592,ABX86829,AAS61061
AAS62682,ABX85950,ABG14375
ABG14901,ABX86171,AAS60914
AAS62596,ABX88478,ABG14037
AAS62828,ABX85218,ABG14166
ABG12869,ABX85697,AAS61201
AAS63714,ABX88267,ABG12374
ABG14050,ABX86869,AAS62609
ABG14226,ABX88616,AAS62882
AAS61964,ABX86071,ABG13776
AAS60754,ABX84872,ABG15914
AAS62273,ABX86886,ABG13589
ABG13808,ABX87645,AAS62035
ABG15623,ABX87400,AAS64044
AAS61126,ABX88038,ABG14521
AAS58555,ABX88759,ABG16259
ABG14483,ABX87898,AAS61379
ABG14265,ABX87561,AAS62915
AAS58586,ABX88734,ABG16292
ABG12142,ABX86557,AAS63366
ABG14729,ABX87220,AAS60922
ABG14946,ABX87936,AAS60871
ABG16127,ABX87835,AAS64167
AAS63819,ABX88654,ABG15549
ABG13843,ABX87306,AAS62004
