('AAS60567', 'ABX85497', 'ABG14855')
('ABG13639', 'ABX87883', 'AAS62320')
('AAS60451', 'ABX87497', 'ABG15259')
('ABG15481', 'ABX85216', 'AAS60305')
('ABG13189', 'ABX87543', 'AAS61782')
('AAS63401', 'ABX87345', 'ABG12176')
('ABG12036', 'ABX85039', 'AAS60836')
('ABG12499', 'ABX86755', 'AAS62979')
('AAS62424', 'ABX86638', 'ABG13741')
('AAS63258', 'ABX85890', 'ABG11986')
('AAS62072', 'ABX85488', 'ABG13354')
('ABG14730', 'ABX87533', 'AAS60921')
('AAS62325', 'ABX87876', 'ABG13645')
('AAS61686', 'ABX86477', 'ABG12821')
('AAS63605', 'ABX86059', 'ABG12238')
('ABG14207', 'ABX87701', 'AAS62863')
('ABG14904', 'ABX85321', 'AAS60911')
('AAS62176', 'ABX84902', 'ABG13483')
('ABG12193', 'ABX87749', 'AAS63417')
('ABG15991', 'ABX88584', 'AAS60678')
('AAS62213', 'ABX85701', 'ABG13524')
('ABG15224', 'ABX85212', 'AAS60484')
('ABG12402', 'ABX88641', 'AAS63685')
('AAS62385', 'ABX88157', 'ABG13702')
('ABG15478', 'ABX86908', 'AAS60308')
('ABG16190', 'ABX84816', 'AAS58701')
('ABG13113', 'ABX87408', 'AAS61852')
('AAS62447', 'ABX87774', 'ABG13875')
('AAS63483', 'ABX86800', 'ABG15747')
('AAS61577', 'ABX86592', 'ABG12703')
('ABG14852', 'ABX88694', 'AAS60570')
('AAS62830', 'ABX86308', 'ABG14168')
('AAS63987', 'ABX86819', 'ABG15678')
('AAS62012', 'ABX87965', 'ABG13834')
('AAS61969', 'ABX87459', 'ABG13771')
('AAS64137', 'ABX88162', 'ABG14957')
('ABG12249', 'ABX84884', 'AAS63614')
('AAS60289', 'ABX86799', 'ABG11980')
('ABG12342', 'ABX85579', 'AAS63742')
('ABG15071', 'ABX86309', 'AAS63176')
('AAS62284', 'ABX85430', 'ABG13602')
('ABG14809', 'ABX88439', 'AAS60661')
('AAS64065', 'ABX86022', 'ABG15602')
('AAS61360', 'ABX87620', 'ABG14464')
('ABG14535', 'ABX86446', 'AAS61106')
('AAS61445', 'ABX88395', 'ABG12650')
('ABG15458', 'ABX86270', 'AAS60328')
('ABG14491', 'ABX86951', 'AAS61385')
('ABG13691', 'ABX86941', 'AAS62373')
('ABG14850', 'ABX85755', 'AAS60572')
('AAS63279', 'ABX85689', 'ABG15580')
('AAS62915', 'ABX87561', 'ABG14265')
('ABG14247', 'ABX86634', 'AAS62899')
('AAS60291', 'ABX88341', 'ABG11982')
('AAS62324', 'ABX85794', 'ABG13644')
('ABG12841', 'ABX86873', 'AAS61704')
('AAS62343', 'ABX87143', 'ABG13662')
('AAS60424', 'ABX87045', 'ABG15287')
('AAS62007', 'ABX85743', 'ABG13839')
('ABG15694', 'ABX87202', 'AAS63973')
('AAS60769', 'ABX87002', 'ABG15898')
('AAS62722', 'ABX87132', 'ABG14419')
('AAS63041', 'ABX86961', 'ABG12439')
('AAS63793', 'ABX87793', 'ABG15523')
('ABG14723', 'ABX84916', 'AAS60928')
('ABG13852', 'ABX88182', 'AAS61995')
('AAS58647', 'ABX84748', 'ABG16148')
('AAS61378', 'ABX87377', 'ABG14482')
('ABG14211', 'ABX85487', 'AAS62867')
('AAS60807', 'ABX86699', 'ABG15864')
('AAS63397', 'ABX85055', 'ABG12172')
('ABG13287', 'ABX85254', 'AAS61910')
('ABG13531', 'ABX85891', 'AAS62219')
('ABG15080', 'ABX88606', 'AAS63168')
('ABG15084', 'ABX86397', 'AAS63163')
('AAS62480', 'ABX85737', 'ABG13919')
('AAS63286', 'ABX86109', 'ABG15587')
('AAS63892', 'ABX86979', 'ABG15808')
('AAS60600', 'ABX88232', 'ABG14745')
('AAS60560', 'ABX88400', 'ABG14863')
('ABG16258', 'ABX88773', 'AAS58553')
('ABG12470', 'ABX87115', 'AAS63004')
('ABG12128', 'ABX88358', 'AAS63354')
('AAS62467', 'ABX85612', 'ABG13898')
('ABG13145', 'ABX87053', 'AAS61824')
('AAS60645', 'ABX87318', 'ABG14792')
('ABG13977', 'ABX88045', 'AAS62537')
('ABG14808', 'ABX88566', 'AAS60660')
('AAS62472', 'ABX88345', 'ABG13907')
('AAS60452', 'ABX86942', 'ABG15258')
('ABG13631', 'ABX85889', 'AAS62314')
('AAS62245', 'ABX85245', 'ABG13556')
('AAS63513', 'ABX88379', 'ABG15775')
('ABG12552', 'ABX85942', 'AAS61300')
('AAS61755', 'ABX87471', 'ABG13217')
('ABG12049', 'ABX85920', 'AAS60823')
('ABG11998', 'ABX87107', 'AAS63248')
('AAS63829', 'ABX85132', 'ABG16054')
('ABG15392', 'ABX87175', 'AAS63453')
('ABG15808', 'ABX86979', 'AAS63892')
('ABG12311', 'ABX87674', 'AAS63673')
('ABG15823', 'ABX88433', 'AAS63906')
('AAS63341', 'ABX85864', 'ABG12115')
('AAS60627', 'ABX85964', 'ABG14773')
('AAS63754', 'ABX88028', 'ABG12328')
('ABG15659', 'ABX86362', 'AAS64004')
('AAS62487', 'ABX85582', 'ABG13926')
('ABG14593', 'ABX85533', 'AAS61060')
('AAS62425', 'ABX86058', 'ABG13742')
('AAS63060', 'ABX85175', 'ABG12455')
('ABG16055', 'ABX88330', 'AAS63828')
('AAS63409', 'ABX85707', 'ABG12183')
('ABG15214', 'ABX87820', 'AAS60494')
('AAS62069', 'ABX87179', 'ABG13351')
('ABG15141', 'ABX88187', 'AAS63110')
('ABG16300', 'ABX88780', 'AAS58597')
('ABG13733', 'ABX87606', 'AAS62416')
('ABG13961', 'ABX86320', 'AAS62521')
('ABG13293', 'ABX85019', 'AAS61917')
('AAS60617', 'ABX87871', 'ABG14762')
('AAS63882', 'ABX86191', 'ABG16001')
('AAS60739', 'ABX87815', 'ABG15932')
('AAS64001', 'ABX87728', 'ABG15664')
('ABG12666', 'ABX85522', 'AAS61432')
('AAS61407', 'ABX87996', 'ABG14515')
('AAS61287', 'ABX88017', 'ABG12565')
('AAS58571', 'ABX88711', 'ABG16274')
('ABG12821', 'ABX86477', 'AAS61686')
('AAS61280', 'ABX86182', 'ABG12572')
('ABG15648', 'ABX86342', 'AAS64017')
('ABG13259', 'ABX87744', 'AAS61887')
('ABG13303', 'ABX87665', 'AAS61927')
('ABG15747', 'ABX86800', 'AAS63483')
('AAS63248', 'ABX87107', 'ABG11998')
('AAS61435', 'ABX87705', 'ABG12663')
('ABG14773', 'ABX85964', 'AAS60627')
('AAS62036', 'ABX86396', 'ABG13807')
('ABG12023', 'ABX87110', 'AAS60849')
('ABG13587', 'ABX86797', 'AAS62271')
('ABG12545', 'ABX85246', 'AAS61307')
('AAS61370', 'ABX88044', 'ABG14472')
('ABG15796', 'ABX84909', 'AAS63533')
('ABG14769', 'ABX88586', 'AAS60623')
('AAS60999', 'ABX86463', 'ABG14654')
('ABG13609', 'ABX85433', 'AAS62291')
('ABG13264', 'ABX88363', 'AAS61892')
('ABG14418', 'ABX86486', 'AAS62721')
('AAS61079', 'ABX87198', 'ABG14571')
('AAS62141', 'ABX86266', 'ABG13429')
('AAS61200', 'ABX85973', 'ABG12870')
('AAS60634', 'ABX85906', 'ABG14781')
('AAS62187', 'ABX88256', 'ABG13495')
('ABG15182', 'ABX86319', 'AAS63070')
('ABG12463', 'ABX88629', 'AAS63011')
('AAS60519', 'ABX84983', 'ABG15190')
('ABG14872', 'ABX85756', 'AAS60553')
('ABG14466', 'ABX88643', 'AAS61363')
('ABG14603', 'ABX87702', 'AAS61050')
('ABG16027', 'ABX87796', 'AAS63856')
('ABG12474', 'ABX88088', 'AAS63003')
('AAS60791', 'ABX86159', 'ABG15879')
('AAS61657', 'ABX87870', 'ABG12789')
('ABG15060', 'ABX87893', 'AAS63185')
('ABG15883', 'ABX87837', 'AAS60787')
('ABG13139', 'ABX85632', 'AAS61830')
('ABG12212', 'ABX86119', 'AAS63436')
('ABG15895', 'ABX85732', 'AAS60772')
('AAS62629', 'ABX86688', 'ABG14069')
('AAS61508', 'ABX85720', 'ABG12586')
('ABG12444', 'ABX88259', 'AAS63046')
('AAS63884', 'ABX85831', 'ABG15800')
('ABG14953', 'ABX85054', 'AAS60864')
('AAS58655', 'ABX84806', 'ABG16156')
('ABG15082', 'ABX85767', 'AAS63166')
('AAS60530', 'ABX85323', 'ABG14893')
('AAS62346', 'ABX85020', 'ABG13665')
('ABG15826', 'ABX84874', 'AAS63909')
('AAS61479', 'ABX86194', 'ABG12616')
('ABG12329', 'ABX85663', 'AAS63753')
('AAS64141', 'ABX87599', 'ABG16101')
('ABG13341', 'ABX88662', 'AAS62059')
('ABG12339', 'ABX85513', 'AAS63745')
('AAS58651', 'ABX84756', 'ABG16152')
('AAS60641', 'ABX86132', 'ABG14788')
('AAS58596', 'ABX88703', 'ABG16298')
('AAS63431', 'ABX88116', 'ABG12207')
('AAS62360', 'ABX88118', 'ABG13678')
('AAS62059', 'ABX88662', 'ABG13341')
('AAS62600', 'ABX86943', 'ABG14041')
('ABG14851', 'ABX88310', 'AAS60571')
('ABG15577', 'ABX88429', 'AAS63276')
('ABG13743', 'ABX87469', 'AAS62426')
('ABG14925', 'ABX85821', 'AAS60892')
('AAS60657', 'ABX85506', 'ABG14804')
('AAS63761', 'ABX85233', 'ABG12321')
('AAS60481', 'ABX84886', 'ABG15227')
('ABG15114', 'ABX86410', 'AAS63133')
('ABG12612', 'ABX87284', 'AAS61483')
('ABG12274', 'ABX87413', 'AAS63638')
('AAS61546', 'ABX85190', 'ABG12971')
('ABG15104', 'ABX87340', 'AAS63142')
('AAS63943', 'ABX84754', 'ABG16071')
('AAS63775', 'ABX88319', 'ABG15506')
('ABG12669', 'ABX85921', 'AAS61429')
('AAS62591', 'ABX86281', 'ABG14030')
('AAS62100', 'ABX85392', 'ABG13387')
('ABG14372', 'ABX87833', 'AAS62679')
('AAS62990', 'ABX85969', 'ABG12488')
('ABG13865', 'ABX84876', 'AAS61982')
('ABG12115', 'ABX85864', 'AAS63341')
('ABG12898', 'ABX88531', 'AAS61176')
('ABG15803', 'ABX85781', 'AAS63887')
('ABG12359', 'ABX87432', 'AAS63730')
('AAS62226', 'ABX86475', 'ABG13537')
('AAS63347', 'ABX88611', 'ABG12121')
('ABG13704', 'ABX88667', 'AAS62388')
('ABG13848', 'ABX88108', 'AAS61999')
('ABG14016', 'ABX88663', 'AAS62575')
('ABG14765', 'ABX86228', 'AAS60620')
('ABG15239', 'ABX85051', 'AAS60470')
('ABG12108', 'ABX85911', 'AAS63334')
('ABG15691', 'ABX85945', 'AAS63976')
('ABG12191', 'ABX88688', 'AAS63415')
('ABG15490', 'ABX88377', 'AAS60296')
('AAS60750', 'ABX86492', 'ABG15921')
('ABG13284', 'ABX86985', 'AAS61907')
('ABG15030', 'ABX86545', 'AAS63208')
('ABG14465', 'ABX87091', 'AAS61361')
('AAS62031', 'ABX85410', 'ABG13812')
('AAS63702', 'ABX85109', 'ABG12385')
('AAS63904', 'ABX85795', 'ABG15821')
('ABG12827', 'ABX85609', 'AAS61690')
('AAS61764', 'ABX87251', 'ABG13209')
('AAS62590', 'ABX86795', 'ABG14029')
('AAS60635', 'ABX84964', 'ABG14782')
('AAS60360', 'ABX86207', 'ABG15425')
('ABG14255', 'ABX87848', 'AAS62907')
('ABG11987', 'ABX86252', 'AAS63257')
('ABG15023', 'ABX87089', 'AAS63215')
('ABG12584', 'ABX86051', 'AAS61510')
('ABG12571', 'ABX85627', 'AAS61281')
('ABG12012', 'ABX86920', 'AAS60860')
('AAS60329', 'ABX86707', 'ABG15457')
('ABG16296', 'ABX88715', 'AAS58593')
('ABG13031', 'ABX86647', 'AAS61253')
('ABG15858', 'ABX85948', 'AAS63942')
('ABG12561', 'ABX87769', 'AAS61291')
('AAS61597', 'ABX87591', 'ABG12724')
('ABG14194', 'ABX87120', 'AAS62853')
('ABG14281', 'ABX87536', 'AAS62930')
('ABG14556', 'ABX87415', 'AAS61088')
('ABG14939', 'ABX87146', 'AAS60878')
('AAS61419', 'ABX88406', 'ABG12680')
('AAS62693', 'ABX85766', 'ABG14386')
('ABG14798', 'ABX88457', 'AAS60650')
('AAS60965', 'ABX86445', 'ABG14686')
('ABG14472', 'ABX88044', 'AAS61370')
('AAS63543', 'ABX85509', 'ABG16066')
('AAS60709', 'ABX87333', 'ABG15960')
('ABG12279', 'ABX85300', 'AAS63643')
('ABG12005', 'ABX87485', 'AAS63240')
('AAS63568', 'ABX87043', 'ABG16097')
('AAS63212', 'ABX87844', 'ABG15026')
('AAS62624', 'ABX87137', 'ABG14064')
('ABG14043', 'ABX87201', 'AAS62602')
('ABG14400', 'ABX84889', 'AAS62704')
('ABG13347', 'ABX86747', 'AAS62065')
('ABG14678', 'ABX87550', 'AAS60975')
('AAS61060', 'ABX85533', 'ABG14593')
('AAS63730', 'ABX87432', 'ABG12359')
('ABG15943', 'ABX87716', 'AAS60727')
('AAS64033', 'ABX88666', 'ABG15633')
('ABG12697', 'ABX87740', 'AAS61571')
('ABG12223', 'ABX85783', 'AAS60385')
('ABG15890', 'ABX86121', 'AAS60779')
('ABG13085', 'ABX85614', 'AAS61724')
('AAS63083', 'ABX88413', 'ABG15169')
('AAS63801', 'ABX84998', 'ABG15533')
('ABG15838', 'ABX85078', 'AAS63921')
('ABG13819', 'ABX88322', 'AAS62023')
('ABG15616', 'ABX85063', 'AAS64051')
('ABG13564', 'ABX86160', 'AAS62253')
('ABG14744', 'ABX87033', 'AAS60599')
('ABG13579', 'ABX87809', 'AAS62263')
('AAS61678', 'ABX87104', 'ABG12812')
('AAS63556', 'ABX85463', 'ABG16084')
('ABG16037', 'ABX86428', 'AAS63844')
('AAS61453', 'ABX87374', 'ABG12642')
('AAS63900', 'ABX86918', 'ABG15817')
('ABG14648', 'ABX84868', 'AAS61005')
('AAS61787', 'ABX86937', 'ABG13184')
('ABG13470', 'ABX87885', 'AAS62163')
('ABG12594', 'ABX85922', 'AAS61500')
('ABG13022', 'ABX88204', 'AAS61263')
('ABG16007', 'ABX85601', 'AAS63876')
('ABG14966', 'ABX86851', 'AAS64130')
('ABG13271', 'ABX86493', 'AAS61898')
('ABG12246', 'ABX85694', 'AAS63611')
('AAS58661', 'ABX84862', 'ABG16162')
('AAS62944', 'ABX88407', 'ABG14094')
('ABG12088', 'ABX88051', 'AAS63315')
('AAS61936', 'ABX85545', 'ABG13311')
('ABG13028', 'ABX88123', 'AAS61257')
('ABG16215', 'ABX84851', 'AAS58747')
('AAS63727', 'ABX86993', 'ABG12363')
('ABG12591', 'ABX87672', 'AAS61503')
('AAS61123', 'ABX85668', 'ABG14524')
('ABG12822', 'ABX87514', 'AAS61687')
('AAS62084', 'ABX86788', 'ABG13367')
('ABG14884', 'ABX85803', 'AAS60540')
('ABG13393', 'ABX86090', 'AAS62106')
('AAS63202', 'ABX87192', 'ABG15036')
('ABG13864', 'ABX85963', 'AAS61983')
('ABG14948', 'ABX85557', 'AAS60869')
('AAS61462', 'ABX85532', 'ABG12632')
('AAS58577', 'ABX88786', 'ABG16281')
('ABG14070', 'ABX86356', 'AAS62630')
('ABG15740', 'ABX87583', 'AAS63477')
('AAS61763', 'ABX87588', 'ABG13210')
('ABG12984', 'ABX86684', 'AAS61535')
('ABG12089', 'ABX87927', 'AAS63316')
('AAS61197', 'ABX88646', 'ABG12873')
('ABG13805', 'ABX87617', 'AAS62037')
('ABG15614', 'ABX85856', 'AAS64053')
('ABG16096', 'ABX85217', 'AAS63567')
('AAS60555', 'ABX86626', 'ABG14870')
('ABG16194', 'ABX84835', 'AAS58705')
('ABG12032', 'ABX87832', 'AAS60840')
('AAS63999', 'ABX84966', 'ABG15666')
('AAS61102', 'ABX87873', 'ABG14539')
('ABG12038', 'ABX86878', 'AAS60834')
('ABG13476', 'ABX87209', 'AAS62169')
('ABG12815', 'ABX86365', 'AAS61682')
('AAS61681', 'ABX86676', 'ABG12814')
('AAS61077', 'ABX85861', 'ABG14573')
('ABG15042', 'ABX88083', 'AAS63199')
('ABG14646', 'ABX88610', 'AAS61007')
('AAS63447', 'ABX85749', 'ABG15400')
('ABG12070', 'ABX87194', 'AAS63297')
('AAS63768', 'ABX88077', 'ABG15499')
('ABG12079', 'ABX87066', 'AAS63306')
('ABG14975', 'ABX87916', 'AAS64120')
('AAS63523', 'ABX88023', 'ABG15785')
('AAS63880', 'ABX87302', 'ABG16003')
('ABG14538', 'ABX87365', 'AAS61103')
('AAS61917', 'ABX85019', 'ABG13293')
('ABG12297', 'ABX85425', 'AAS63660')
('ABG16271', 'ABX88733', 'AAS58567')
('AAS62121', 'ABX86666', 'ABG13410')
('AAS61284', 'ABX85661', 'ABG12568')
('AAS58765', 'ABX84791', 'ABG16240')
('ABG13714', 'ABX85524', 'AAS62397')
('AAS60374', 'ABX85026', 'ABG15412')
('ABG12860', 'ABX85647', 'AAS61210')
('AAS63215', 'ABX87089', 'ABG15023')
('ABG16267', 'ABX88745', 'AAS58563')
('AAS60985', 'ABX88381', 'ABG14670')
('AAS62184', 'ABX87839', 'ABG13491')
('ABG14222', 'ABX88160', 'AAS62878')
('AAS60596', 'ABX86232', 'ABG14741')
('AAS61621', 'ABX87234', 'ABG12754')
('AAS62622', 'ABX85036', 'ABG14062')
('AAS63561', 'ABX85301', 'ABG16089')
('ABG14481', 'ABX86594', 'AAS61377')
('AAS62993', 'ABX88111', 'ABG12484')
('AAS60583', 'ABX86243', 'ABG14838')
('AAS62543', 'ABX86540', 'ABG13984')
('ABG13076', 'ABX87311', 'AAS61714')
('AAS63746', 'ABX87731', 'ABG12338')
('AAS62861', 'ABX88040', 'ABG14204')
('AAS60757', 'ABX85213', 'ABG15911')
('AAS61291', 'ABX87769', 'ABG12561')
('AAS63153', 'ABX88317', 'ABG15094')
('ABG12469', 'ABX87649', 'AAS63005')
('AAS61528', 'ABX87909', 'ABG12991')
('AAS63611', 'ABX85694', 'ABG12246')
('ABG12116', 'ABX85529', 'AAS63343')
('AAS62352', 'ABX87992', 'ABG13670')
('AAS60563', 'ABX86657', 'ABG14860')
('ABG15294', 'ABX86868', 'AAS60416')
('ABG13513', 'ABX88011', 'AAS62205')
('AAS63365', 'ABX86127', 'ABG12141')
('ABG14306', 'ABX88165', 'AAS62750')
('AAS63626', 'ABX86855', 'ABG12260')
('ABG12832', 'ABX85222', 'AAS61696')
('ABG12338', 'ABX87731', 'AAS63746')
('AAS60633', 'ABX86300', 'ABG14780')
('AAS61553', 'ABX88197', 'ABG12964')
('AAS62355', 'ABX85728', 'ABG13673')
('AAS61429', 'ABX85921', 'ABG12669')
('ABG13149', 'ABX88443', 'AAS61820')
('AAS61282', 'ABX85125', 'ABG12570')
('ABG15654', 'ABX86049', 'AAS64010')
('AAS63193', 'ABX87668', 'ABG15049')
('AAS62562', 'ABX84956', 'ABG14004')
('AAS61448', 'ABX86758', 'ABG12647')
('AAS63218', 'ABX86957', 'ABG15020')
('AAS62729', 'ABX87625', 'ABG14329')
('ABG12837', 'ABX87955', 'AAS61700')
('ABG15929', 'ABX87604', 'AAS60742')
('AAS61202', 'ABX85123', 'ABG12868')
('AAS61500', 'ABX85922', 'ABG12594')
('AAS62975', 'ABX87722', 'ABG12503')
('ABG12900', 'ABX88082', 'AAS61174')
('ABG16257', 'ABX88700', 'AAS58551')
('AAS63860', 'ABX88375', 'ABG16023')
('AAS60449', 'ABX86070', 'ABG15261')
('AAS63253', 'ABX84959', 'ABG11991')
('AAS63751', 'ABX88450', 'ABG12331')
('AAS60612', 'ABX87482', 'ABG14758')
('AAS63250', 'ABX87145', 'ABG11996')
('ABG13851', 'ABX87580', 'AAS61996')
('AAS61016', 'ABX88556', 'ABG14636')
('ABG16256', 'ABX88726', 'AAS58550')
('AAS62815', 'ABX88247', 'ABG14152')
('ABG16005', 'ABX88373', 'AAS63878')
('ABG12121', 'ABX88611', 'AAS63347')
('AAS62340', 'ABX85584', 'ABG13659')
('AAS63948', 'ABX88078', 'ABG15717')
('ABG13344', 'ABX88153', 'AAS62062')
('AAS60431', 'ABX87228', 'ABG15280')
('ABG12215', 'ABX88405', 'AAS63439')
('ABG15970', 'ABX88691', 'AAS60699')
('AAS60899', 'ABX88061', 'ABG14919')
('ABG14265', 'ABX87561', 'AAS62915')
('ABG14115', 'ABX85282', 'AAS62779')
('ABG14596', 'ABX87677', 'AAS61057')
('ABG16181', 'ABX84747', 'AAS58691')
('ABG13487', 'ABX86316', 'AAS62180')
('ABG12650', 'ABX88395', 'AAS61445')
('ABG12717', 'ABX87240', 'AAS61590')
('ABG12454', 'ABX86682', 'AAS63059')
('ABG13721', 'ABX87218', 'AAS62405')
('AAS64163', 'ABX85271', 'ABG16123')
('ABG12743', 'ABX88582', 'AAS61612')
('ABG12823', 'ABX88631', 'AAS61688')
('AAS63243', 'ABX85400', 'ABG12003')
('AAS60609', 'ABX88206', 'ABG14755')
('AAS60907', 'ABX88448', 'ABG14908')
('AAS63332', 'ABX85048', 'ABG12106')
('AAS62542', 'ABX85255', 'ABG13983')
('ABG14326', 'ABX85250', 'AAS62732')
('ABG16013', 'ABX85875', 'AAS63870')
('AAS61032', 'ABX88095', 'ABG14620')
('AAS61178', 'ABX87614', 'ABG12896')
('ABG15564', 'ABX84924', 'AAS63262')
('ABG12989', 'ABX86172', 'AAS61530')
('AAS61694', 'ABX85244', 'ABG12831')
('ABG12091', 'ABX88402', 'AAS63318')
('ABG13620', 'ABX85982', 'AAS62302')
('ABG12016', 'ABX85277', 'AAS60856')
('AAS61444', 'ABX87549', 'ABG12651')
('AAS58652', 'ABX84809', 'ABG16153')
('ABG14667', 'ABX85818', 'AAS60989')
('AAS58565', 'ABX88778', 'ABG16269')
('AAS62785', 'ABX86848', 'ABG14121')
('ABG12200', 'ABX86582', 'AAS63424')
('ABG12633', 'ABX85087', 'AAS61461')
('AAS58645', 'ABX84801', 'ABG16145')
('ABG15827', 'ABX85413', 'AAS63910')
('AAS62108', 'ABX86814', 'ABG13396')
('ABG13027', 'ABX87021', 'AAS61258')
('ABG14368', 'ABX87039', 'AAS62675')
('ABG13622', 'ABX85675', 'AAS62304')
('ABG14504', 'ABX86833', 'AAS61398')
('ABG14949', 'ABX87191', 'AAS60868')
('ABG16068', 'ABX86720', 'AAS63545')
('AAS62242', 'ABX86589', 'ABG13553')
('ABG15730', 'ABX85784', 'AAS63466')
('ABG12145', 'ABX88218', 'AAS63369')
('ABG14253', 'ABX87524', 'AAS62905')
('AAS61542', 'ABX86108', 'ABG12977')
('ABG14651', 'ABX87411', 'AAS61002')
('AAS63073', 'ABX85155', 'ABG15179')
('ABG13314', 'ABX87162', 'AAS61939')
('ABG14133', 'ABX88412', 'AAS62797')
('ABG15409', 'ABX86112', 'AAS60379')
('ABG15885', 'ABX85248', 'AAS60784')
('ABG12909', 'ABX86938', 'AAS61169')
('AAS58739', 'ABX84818', 'ABG16235')
('ABG12155', 'ABX85616', 'AAS63380')
('ABG14820', 'ABX85495', 'AAS60669')
('AAS61022', 'ABX88493', 'ABG14630')
('AAS61258', 'ABX87021', 'ABG13027')
('ABG12080', 'ABX86986', 'AAS63307')
('ABG16189', 'ABX84813', 'AAS58700')
('AAS61281', 'ABX85627', 'ABG12571')
('AAS63094', 'ABX84750', 'ABG15159')
('AAS62384', 'ABX88238', 'ABG13701')
('AAS62782', 'ABX85716', 'ABG14118')
('AAS60675', 'ABX85327', 'ABG15994')
('ABG12595', 'ABX85878', 'AAS61499')
('AAS61575', 'ABX86609', 'ABG12701')
('AAS61785', 'ABX85405', 'ABG13186')
('ABG13430', 'ABX86772', 'AAS62142')
('ABG11970', 'ABX85603', 'AAS60282')
('AAS60391', 'ABX88189', 'ABG12229')
('ABG14916', 'ABX88403', 'AAS60902')
('AAS62415', 'ABX87000', 'ABG13732')
('AAS62769', 'ABX88559', 'ABG14104')
('ABG12713', 'ABX86359', 'AAS61586')
('AAS62241', 'ABX84888', 'ABG13552')
('ABG13867', 'ABX87335', 'AAS61980')
('AAS61351', 'ABX85434', 'ABG14453')
('ABG16289', 'ABX88736', 'AAS58584')
('AAS62614', 'ABX88193', 'ABG14055')
('ABG15194', 'ABX86223', 'AAS60515')
('ABG14278', 'ABX86881', 'AAS62926')
('AAS63016', 'ABX84992', 'ABG12414')
('ABG15389', 'ABX87037', 'AAS63457')
('ABG13021', 'ABX86866', 'AAS61264')
('ABG14935', 'ABX85486', 'AAS60882')
('ABG12395', 'ABX86261', 'AAS63692')
('AAS58656', 'ABX84771', 'ABG16157')
('AAS60401', 'ABX86212', 'ABG15311')
('ABG15250', 'ABX86671', 'AAS60460')
('ABG15500', 'ABX86808', 'AAS63769')
('ABG15506', 'ABX88319', 'AAS63775')
('ABG12308', 'ABX88660', 'AAS63670')
('AAS62563', 'ABX85315', 'ABG14005')
('AAS63699', 'ABX85135', 'ABG12389')
('ABG13872', 'ABX85152', 'AAS62444')
('ABG15089', 'ABX85773', 'AAS63159')
('AAS60459', 'ABX86245', 'ABG15251')
('AAS58572', 'ABX88727', 'ABG16275')
('ABG12076', 'ABX88364', 'AAS63303')
('ABG15647', 'ABX85489', 'AAS64019')
('AAS64135', 'ABX85324', 'ABG14961')
('ABG16169', 'ABX84821', 'AAS58668')
('AAS61076', 'ABX86166', 'ABG14574')
('ABG14750', 'ABX87616', 'AAS60605')
('ABG15664', 'ABX87728', 'AAS64001')
('ABG13500', 'ABX88505', 'AAS62192')
('AAS63923', 'ABX85840', 'ABG15840')
('AAS61593', 'ABX87316', 'ABG12720')
('ABG15177', 'ABX86847', 'AAS63075')
('ABG16269', 'ABX88778', 'AAS58565')
('AAS58541', 'ABX88722', 'ABG16248')
('AAS61188', 'ABX85299', 'ABG12887')
('AAS62196', 'ABX85376', 'ABG13505')
('ABG15203', 'ABX85211', 'AAS60506')
('AAS60453', 'ABX88275', 'ABG15257')
('AAS61533', 'ABX85389', 'ABG12986')
('AAS63446', 'ABX85206', 'ABG15401')
('ABG12855', 'ABX85594', 'AAS61215')
('AAS58748', 'ABX84781', 'ABG16214')
('AAS60631', 'ABX86670', 'ABG14778')
('AAS61073', 'ABX84963', 'ABG14577')
('ABG12039', 'ABX86913', 'AAS60833')
('ABG13551', 'ABX85768', 'AAS62240')
('AAS60553', 'ABX85756', 'ABG14872')
('AAS64173', 'ABX85199', 'ABG16133')
('AAS60872', 'ABX88172', 'ABG14945')
('ABG14926', 'ABX86294', 'AAS60890')
('ABG15903', 'ABX84905', 'AAS60763')
('AAS62569', 'ABX88307', 'ABG14011')
('AAS60684', 'ABX87008', 'ABG15985')
('ABG15870', 'ABX85416', 'AAS60801')
('ABG13349', 'ABX86977', 'AAS62067')
('ABG12119', 'ABX87971', 'AAS63345')
('ABG13766', 'ABX88180', 'AAS61974')
('AAS62086', 'ABX85688', 'ABG13369')
('AAS60434', 'ABX86278', 'ABG15277')
('AAS62292', 'ABX85452', 'ABG13610')
('ABG12681', 'ABX87051', 'AAS61418')
('ABG14828', 'ABX87356', 'AAS60591')
('ABG14168', 'ABX86308', 'AAS62830')
('AAS61133', 'ABX88635', 'ABG12692')
('ABG14669', 'ABX85165', 'AAS60986')
('ABG14914', 'ABX87336', 'AAS60904')
('ABG15583', 'ABX85664', 'AAS63282')
('AAS61357', 'ABX86660', 'ABG14459')
('ABG14972', 'ABX88432', 'AAS64124')
('AAS60825', 'ABX87157', 'ABG12047')
('AAS63477', 'ABX87583', 'ABG15740')
('ABG14614', 'ABX86600', 'AAS61039')
('AAS60716', 'ABX85232', 'ABG15954')
('AAS62407', 'ABX88430', 'ABG13725')
('AAS58648', 'ABX84789', 'ABG16149')
('AAS63064', 'ABX87222', 'ABG12459')
('ABG15183', 'ABX85830', 'AAS63069')
('ABG14811', 'ABX88214', 'AAS60664')
('AAS63296', 'ABX87719', 'ABG12069')
